|(Oct 27) Sammy Rae & The Friends| |(Nov 2) Carly Rae Jepsen with Empress Of| |(Nov 4) Noah Kahan with Adam Melchor| |(Nov 8) FKJ| |(Dec 4) Rainbow Kitten Surprise with Twen| |(Dec 5) Amon Amarth| |(Dec 6) Escape The Fate| |(Dec 6) Falling in Reverse with Escape The Fate| |(Dec 11) Modest Mouse| |(Dec 31) Gimme Gimme Disco (18+)|
34 47 192 35 122 50 0 56 59 30
74 35 134 53 56 71 32 49
|(Oct 27) Sammy Rae & The Friends| |(Nov 2) Carly Rae Jepsen with Empress Of| |(Nov 4) Noah Kahan with Adam Melchor| |(Nov 8) FKJ| |(Dec 4) Rainbow Kitten Surprise with Twen| |(Dec 5) Amon Amarth| |(Dec 6) Falling in Reverse with Escape The Fate| |(Dec 11) Modest Mouse| |(Dec 31) Gimme Gimme Disco (18+)| |(Jan 13 2023) G. Love with Donavon Frankenreiter|
36 51 174 35 134 53 56 71 32 49
